,video-id,t-start,t-end,label
132,video_test_0000113,61,79,9
133,video_test_0000129,3,9,15
134,video_test_0000129,11,17,15
135,video_test_0000129,24,29,15
136,video_test_0000129,34,49,15
137,video_test_0000129,60,70,15
138,video_test_0000129,78,95,15
139,video_test_0000129,114,129,15
140,video_test_0000129,141,145,15
141,video_test_0000129,146,148,15
142,video_test_0000129,173,178,15
143,video_test_0000131,19,23,4
144,video_test_0000131,26,29,4
145,video_test_0000131,30,34,4
146,video_test_0000131,35,37,4
147,video_test_0000131,40,42,4
148,video_test_0000131,54,56,4
149,video_test_0000131,66,72,4
150,video_test_0000131,77,80,4
151,video_test_0000131,89,94,4
152,video_test_0000131,107,111,4
153,video_test_0000131,114,117,4
154,video_test_0000131,122,126,4
155,video_test_0000131,19,23,7
156,video_test_0000131,26,29,7
157,video_test_0000131,30,34,7
158,video_test_0000131,35,37,7
159,video_test_0000131,40,42,7
160,video_test_0000131,54,56,7
161,video_test_0000131,66,72,7
162,video_test_0000131,77,80,7
163,video_test_0000131,89,94,7
164,video_test_0000131,107,111,7
165,video_test_0000131,114,117,7
166,video_test_0000131,122,126,7
167,video_test_0000173,95,98,4
168,video_test_0000173,99,102,4
169,video_test_0000173,118,122,4
170,video_test_0000173,131,135,4
171,video_test_0000173,136,139,4
172,video_test_0000173,179,183,4
173,video_test_0000173,95,98,7
174,video_test_0000173,99,102,7
175,video_test_0000173,118,122,7
176,video_test_0000173,131,135,7
177,video_test_0000173,136,139,7
178,video_test_0000173,179,183,7
179,video_test_0000179,8,9,1
180,video_test_0000179,10,12,1
181,video_test_0000179,17,19,1
182,video_test_0000179,20,23,1
183,video_test_0000179,25,30,1
184,video_test_0000179,34,35,1
185,video_test_0000179,36,37,1
186,video_test_0000179,45,46,1
187,video_test_0000179,48,50,1
188,video_test_0000179,51,53,1
189,video_test_0000179,57,59,1
190,video_test_0000179,61,66,1
191,video_test_0000179,71,72,1
192,video_test_0000179,76,77,1
193,video_test_0000179,80,81,1
194,video_test_0000179,89,90,1
195,video_test_0000179,93,94,1
196,video_test_0000179,96,98,1
197,video_test_0000179,102,103,1
198,video_test_0000179,104,106,1
199,video_test_0000179,107,111,1
200,video_test_0000179,120,122,1
201,video_test_0000179,124,128,1
202,video_test_0000179,132,136,1
203,video_test_0000179,141,142,1
204,video_test_0000179,145,147,1
205,video_test_0000179,150,151,1
206,video_test_0000179,154,155,1
207,video_test_0000188,14,18,11
208,video_test_0000188,22,27,11
209,video_test_0000188,91,104,11
210,video_test_0000188,505,511,11
211,video_test_0000188,513,518,11
212,video_test_0000211,8,10,19
213,video_test_0000211,11,12,19
214,video_test_0000211,13,15,19
215,video_test_0000211,17,20,19
216,video_test_0000211,30,40,19
217,video_test_0000211,43,44,19
218,video_test_0000211,48,49,19
219,video_test_0000211,51,52,19
220,video_test_0000211,55,62,19
221,video_test_0000220,37,44,11
222,video_test_0000220,54,56,11
223,video_test_0000220,57,68,11
224,video_test_0000220,98,104,11
225,video_test_0000220,130,133,11
226,video_test_0000220,134,136,11
227,video_test_0000220,137,142,11
228,video_test_0000220,177,184,11
229,video_test_0000220,196,205,11
230,video_test_0000220,208,214,11
231,video_test_0000220,235,238,11
232,video_test_0000220,239,244,11
233,video_test_0000238,10,16,9
234,video_test_0000238,21,32,9
235,video_test_0000238,38,78,9
236,video_test_0000238,82,89,9
237,video_test_0000242,0,7,13
238,video_test_0000242,12,21,13
239,video_test_0000250,42,47,1
240,video_test_0000250,47,49,1
241,video_test_0000250,52,56,1
242,video_test_0000250,60,61,1
243,video_test_0000250,64,67,1
244,video_test_0000250,68,70,1
245,video_test_0000250,71,74,1
246,video_test_0000250,78,80,1
247,video_test_0000250,82,86,1
248,video_test_0000250,90,92,1
249,video_test_0000250,96,99,1
250,video_test_0000250,100,101,1
251,video_test_0000250,103,106,1
252,video_test_0000250,108,111,1
253,video_test_0000250,115,119,1
254,video_test_0000250,122,123,1
255,video_test_0000250,126,130,1
256,video_test_0000250,132,133,1
257,video_test_0000250,135,140,1
258,video_test_0000250,141,142,1
259,video_test_0000250,145,148,1
260,video_test_0000250,156,160,1
261,video_test_0000250,165,167,1
262,video_test_0000250,40,41,1
263,video_test_0000254,23,24,7
264,video_test_0000254,25,26,7
265,video_test_0000254,27,28,7
266,video_test_0000254,29,30,7
267,video_test_0000254,31,32,7
268,video_test_0000254,36,37,7
269,video_test_0000254,39,41,7
270,video_test_0000254,42,44,7
271,video_test_0000254,45,47,7
272,video_test_0000254,49,50,7
273,video_test_0000254,52,54,7
274,video_test_0000254,54,56,7
275,video_test_0000254,57,59,7
276,video_test_0000254,59,61,7
277,video_test_0000254,63,64,7
278,video_test_0000254,65,67,7
279,video_test_0000254,68,70,7
280,video_test_0000254,71,73,7
281,video_test_0000254,76,78,7
282,video_test_0000254,79,81,7
283,video_test_0000254,82,85,7
284,video_test_0000254,86,88,7
285,video_test_0000254,88,90,7
286,video_test_0000254,91,93,7
287,video_test_0000254,94,96,7
288,video_test_0000254,96,99,7
289,video_test_0000254,100,102,7
290,video_test_0000254,102,104,7
291,video_test_0000254,104,107,7
292,video_test_0000254,108,110,7
293,video_test_0000254,111,113,7
294,video_test_0000254,114,117,7
295,video_test_0000254,118,119,7
296,video_test_0000254,121,123,7
297,video_test_0000254,124,125,7
298,video_test_0000254,126,128,7
299,video_test_0000254,129,131,7
300,video_test_0000254,131,134,7
301,video_test_0000254,134,137,7
302,video_test_0000254,138,141,7
303,video_test_0000254,142,146,7
304,video_test_0000254,149,150,7
305,video_test_0000254,150,155,7
306,video_test_0000254,155,157,7
307,video_test_0000254,158,159,7
308,video_test_0000254,160,162,7
309,video_test_0000254,162,164,7
310,video_test_0000254,165,166,7
311,video_test_0000254,167,169,7
312,video_test_0000254,169,171,7
313,video_test_0000254,171,173,7
314,video_test_0000254,174,175,7
315,video_test_0000254,175,177,7
316,video_test_0000254,177,179,7
317,video_test_0000254,180,181,7
318,video_test_0000254,181,183,7
319,video_test_0000254,184,186,7
320,video_test_0000254,187,188,7
321,video_test_0000254,189,191,7
322,video_test_0000254,191,193,7
323,video_test_0000254,194,196,7
324,video_test_0000254,196,203,7
325,video_test_0000270,0,2,10
326,video_test_0000270,15,23,10
327,video_test_0000270,60,66,10
328,video_test_0000270,79,85,10
329,video_test_0000270,99,105,10
330,video_test_0000270,120,130,10
331,video_test_0000270,145,151,10
332,video_test_0000270,187,193,10
333,video_test_0000270,206,212,10
334,video_test_0000270,216,221,10
335,video_test_0000270,253,264,10
336,video_test_0000270,278,284,10
337,video_test_0000270,323,334,10
338,video_test_0000270,349,357,10
339,video_test_0000270,360,367,10
340,video_test_0000270,373,380,10
341,video_test_0000270,394,402,10
342,video_test_0000270,403,406,10
343,video_test_0000270,439,448,10
344,video_test_0000270,465,472,10
345,video_test_0000270,476,482,10
346,video_test_0000270,537,543,10
347,video_test_0000270,555,568,10
348,video_test_0000270,592,595,10
349,video_test_0000270,612,620,10
350,video_test_0000270,632,638,10
351,video_test_0000270,665,672,10
352,video_test_0000270,689,696,10
353,video_test_0000270,706,714,10
354,video_test_0000273,9,12,5
355,video_test_0000273,17,18,5
356,video_test_0000273,25,28,5
357,video_test_0000273,37,40,5
358,video_test_0000273,42,43,5
359,video_test_0000273,50,52,5
360,video_test_0000273,64,66,5
361,video_test_0000273,76,78,5
362,video_test_0000273,92,95,5
363,video_test_0000273,104,107,5
364,video_test_0000273,116,118,5
365,video_test_0000273,11,13,6
366,video_test_0000273,17,18,6
367,video_test_0000273,26,28,6
368,video_test_0000273,39,40,6
369,video_test_0000273,43,44,6
370,video_test_0000273,52,53,6
371,video_test_0000273,65,67,6
372,video_test_0000273,77,78,6
373,video_test_0000273,93,96,6
374,video_test_0000273,106,107,6
375,video_test_0000273,117,118,6
376,video_test_0000278,18,20,4
377,video_test_0000278,22,25,4
378,video_test_0000278,26,30,4
379,video_test_0000278,31,34,4
380,video_test_0000278,34,38,4
381,video_test_0000278,40,42,4
382,video_test_0000278,43,46,4
383,video_test_0000278,47,49,4
384,video_test_0000278,52,53,4
385,video_test_0000278,54,56,4
386,video_test_0000278,57,59,4
387,video_test_0000278,60,62,4
388,video_test_0000278,63,66,4
389,video_test_0000278,71,73,4
390,video_test_0000278,81,82,4
391,video_test_0000278,83,85,4
392,video_test_0000278,86,88,4
393,video_test_0000278,89,92,4
394,video_test_0000278,94,95,4
395,video_test_0000278,97,99,4
396,video_test_0000278,99,100,4
397,video_test_0000278,103,106,4
398,video_test_0000278,109,111,4
399,video_test_0000278,118,120,4
400,video_test_0000278,121,122,4
401,video_test_0000278,126,129,4
402,video_test_0000278,132,136,4
403,video_test_0000278,136,138,4
404,video_test_0000278,140,142,4
405,video_test_0000278,143,144,4
406,video_test_0000278,149,151,4
407,video_test_0000278,153,154,4
408,video_test_0000278,160,162,4
409,video_test_0000278,166,170,4
410,video_test_0000278,172,176,4
411,video_test_0000278,178,180,4
412,video_test_0000278,182,184,4
413,video_test_0000278,188,190,4
414,video_test_0000278,18,20,7
415,video_test_0000278,22,25,7
416,video_test_0000278,26,30,7
417,video_test_0000278,31,34,7
418,video_test_0000278,34,38,7
419,video_test_0000278,40,42,7
420,video_test_0000278,43,46,7
421,video_test_0000278,47,49,7
422,video_test_0000278,52,53,7
423,video_test_0000278,54,56,7
424,video_test_0000278,57,59,7
425,video_test_0000278,60,62,7
426,video_test_0000278,63,66,7
427,video_test_0000278,71,73,7
428,video_test_0000278,81,82,7
429,video_test_0000278,83,85,7
430,video_test_0000278,86,88,7
431,video_test_0000278,89,92,7
432,video_test_0000278,94,95,7
433,video_test_0000278,97,99,7
434,video_test_0000278,99,100,7
435,video_test_0000278,103,106,7
436,video_test_0000278,109,111,7
437,video_test_0000278,118,120,7
438,video_test_0000278,121,122,7
439,video_test_0000278,126,129,7
440,video_test_0000278,132,136,7
441,video_test_0000278,136,138,7
442,video_test_0000278,140,142,7
443,video_test_0000278,143,144,7
444,video_test_0000278,149,151,7
445,video_test_0000278,153,154,7
446,video_test_0000278,160,162,7
447,video_test_0000278,166,170,7
448,video_test_0000278,172,176,7
449,video_test_0000278,178,180,7
450,video_test_0000278,182,184,7
451,video_test_0000278,188,190,7
452,video_test_0000285,54,58,4
453,video_test_0000285,58,62,4
454,video_test_0000285,74,82,4
455,video_test_0000285,83,94,4
456,video_test_0000285,127,135,4
457,video_test_0000285,157,165,4
458,video_test_0000285,54,58,7
459,video_test_0000285,58,62,7
460,video_test_0000285,74,82,7
461,video_test_0000285,83,94,7
462,video_test_0000285,127,135,7
463,video_test_0000285,157,165,7
464,video_test_0000292,66,67,16
465,video_test_0000293,196,198,12
466,video_test_0000293,210,216,12
467,video_test_0000308,25,29,11
468,video_test_0000308,30,32,11
469,video_test_0000308,41,44,11
470,video_test_0000308,64,69,11
471,video_test_0000308,70,73,11
472,video_test_0000308,75,78,11
473,video_test_0000308,89,95,11
474,video_test_0000308,98,102,11
475,video_test_0000308,131,136,11
476,video_test_0000308,137,140,11
477,video_test_0000308,148,152,11
478,video_test_0000308,182,186,11
479,video_test_0000308,198,201,11
480,video_test_0000308,238,241,11
481,video_test_0000319,14,18,18
482,video_test_0000319,48,54,18
483,video_test_0000319,98,104,18
484,video_test_0000319,124,130,18
485,video_test_0000324,49,54,0
486,video_test_0000324,117,122,0
487,video_test_0000353,28,29,5
488,video_test_0000353,30,31,5
489,video_test_0000353,32,33,5
490,video_test_0000353,34,35,5
491,video_test_0000353,35,36,5
492,video_test_0000353,38,39,5
493,video_test_0000353,40,42,5
494,video_test_0000353,42,43,5
495,video_test_0000353,47,48,5
496,video_test_0000353,49,49,5
497,video_test_0000353,51,52,5
498,video_test_0000353,34,35,6
499,video_test_0000353,36,36,6
500,video_test_0000353,38,39,6
501,video_test_0000353,40,42,6
502,video_test_0000353,47,48,6
503,video_test_0000353,49,50,6
504,video_test_0000353,51,52,6
505,video_test_0000355,233,240,13
506,video_test_0000355,246,248,13
507,video_test_0000357,8,10,4
508,video_test_0000357,19,21,4
509,video_test_0000357,22,24,4
510,video_test_0000357,25,30,4
511,video_test_0000357,43,46,4
512,video_test_0000357,62,65,4
513,video_test_0000357,80,82,4
514,video_test_0000357,86,90,4
515,video_test_0000357,8,10,7
516,video_test_0000357,19,21,7
517,video_test_0000357,22,24,7
518,video_test_0000357,25,30,7
519,video_test_0000357,43,46,7
520,video_test_0000357,62,65,7
521,video_test_0000357,80,82,7
522,video_test_0000357,86,90,7
523,video_test_0000367,9,11,11
524,video_test_0000367,65,69,15
525,video_test_0000367,70,71,15
526,video_test_0000367,80,84,15
527,video_test_0000367,89,91,15
528,video_test_0000367,92,92,15
529,video_test_0000367,94,96,15
530,video_test_0000367,102,104,15
531,video_test_0000367,104,104,15
532,video_test_0000367,104,105,15
533,video_test_0000367,111,113,15
534,video_test_0000367,155,157,15
535,video_test_0000367,174,182,15
536,video_test_0000367,186,192,15
537,video_test_0000367,200,201,15
538,video_test_0000367,148,149,15
539,video_test_0000367,0,4,12
540,video_test_0000372,6,14,10
541,video_test_0000372,16,23,10
542,video_test_0000372,26,34,10
543,video_test_0000372,38,43,10
544,video_test_0000372,45,59,10
545,video_test_0000372,64,70,10
546,video_test_0000372,80,89,10
547,video_test_0000372,92,128,10
548,video_test_0000372,132,140,10
549,video_test_0000372,145,152,10
550,video_test_0000372,157,198,10
551,video_test_0000372,201,208,10
552,video_test_0000372,220,228,10
553,video_test_0000372,228,237,10
554,video_test_0000372,242,249,10
555,video_test_0000372,250,258,10
556,video_test_0000372,260,292,10
557,video_test_0000374,7,8,17
558,video_test_0000374,3,4,17
559,video_test_0000374,89,90,17
560,video_test_0000374,93,97,17
561,video_test_0000379,8,17,13
562,video_test_0000379,24,38,13
563,video_test_0000379,39,47,13
564,video_test_0000379,75,81,13
565,video_test_0000379,89,102,13
566,video_test_0000379,130,137,13
567,video_test_0000379,186,192,13
568,video_test_0000379,200,212,13
569,video_test_0000379,243,250,13
570,video_test_0000379,287,295,13
571,video_test_0000379,302,316,13
572,video_test_0000379,317,328,13
573,video_test_0000379,346,353,13
574,video_test_0000379,360,374,13
575,video_test_0000379,375,384,13
576,video_test_0000379,435,439,13
577,video_test_0000379,448,462,13
578,video_test_0000379,463,476,13
579,video_test_0000379,496,503,13
580,video_test_0000379,539,546,13
581,video_test_0000379,582,588,13
582,video_test_0000379,597,610,13
583,video_test_0000379,656,663,13
584,video_test_0000379,672,685,13
585,video_test_0000379,688,698,13
586,video_test_0000379,757,769,13
587,video_test_0000379,778,784,13
588,video_test_0000379,801,808,13
589,video_test_0000379,815,829,13
590,video_test_0000392,17,20,5
591,video_test_0000392,22,24,5
592,video_test_0000392,25,29,5
593,video_test_0000392,32,35,5
594,video_test_0000392,38,46,5
595,video_test_0000392,46,50,5
596,video_test_0000392,61,64,5
597,video_test_0000392,65,67,5
598,video_test_0000392,68,72,5
599,video_test_0000392,75,76,5
600,video_test_0000392,96,97,5
601,video_test_0000392,19,21,6
602,video_test_0000392,28,29,6
603,video_test_0000392,48,50,6
604,video_test_0000405,134,135,6
605,video_test_0000405,136,138,6
606,video_test_0000405,139,140,6
607,video_test_0000405,141,143,6
608,video_test_0000405,144,144,6
609,video_test_0000405,145,147,6
610,video_test_0000405,148,150,6
611,video_test_0000405,151,152,6
612,video_test_0000405,156,156,6
613,video_test_0000405,158,158,6
614,video_test_0000405,162,163,6
615,video_test_0000405,165,166,6
616,video_test_0000405,170,171,6
617,video_test_0000405,172,174,6
618,video_test_0000405,175,176,6
619,video_test_0000405,178,180,6
620,video_test_0000405,55,58,6
621,video_test_0000405,61,64,6
622,video_test_0000405,76,78,6
623,video_test_0000405,91,93,6
624,video_test_0000405,110,113,6
625,video_test_0000405,114,117,6
626,video_test_0000405,130,133,6
627,video_test_0000412,166,168,2
628,video_test_0000412,170,173,2
629,video_test_0000412,175,178,2
630,video_test_0000413,2,5,8
631,video_test_0000413,6,9,8
632,video_test_0000413,10,11,8
633,video_test_0000413,12,14,8
634,video_test_0000413,17,20,8
635,video_test_0000413,22,27,8
636,video_test_0000413,32,35,8
637,video_test_0000423,36,38,17
638,video_test_0000423,40,41,17
639,video_test_0000423,58,60,17
640,video_test_0000423,61,63,17
641,video_test_0000423,64,65,17
642,video_test_0000423,120,122,17
643,video_test_0000423,123,124,17
644,video_test_0000423,126,127,17
645,video_test_0000423,128,129,17
646,video_test_0000423,130,132,17
647,video_test_0000423,30,33,17
648,video_test_0000423,34,35,17
649,video_test_0000423,138,140,17
650,video_test_0000426,27,29,19
651,video_test_0000426,35,36,19
652,video_test_0000426,53,54,19
653,video_test_0000426,56,58,19
654,video_test_0000426,63,65,19
655,video_test_0000426,79,80,19
656,video_test_0000426,84,86,19
657,video_test_0000426,100,101,19
658,video_test_0000426,144,146,19
659,video_test_0000429,37,39,19
660,video_test_0000429,40,42,19
661,video_test_0000429,42,44,19
662,video_test_0000429,44,46,19
663,video_test_0000429,48,51,19
664,video_test_0000429,53,55,19
665,video_test_0000429,57,59,19
666,video_test_0000429,60,62,19
667,video_test_0000429,64,67,19
668,video_test_0000429,69,71,19
669,video_test_0000429,73,75,19
670,video_test_0000429,77,79,19
671,video_test_0000429,80,83,19
672,video_test_0000429,85,87,19
673,video_test_0000429,90,92,19
674,video_test_0000429,94,96,19
675,video_test_0000429,97,99,19
676,video_test_0000429,99,101,19
677,video_test_0000429,103,104,19
678,video_test_0000429,104,108,19
679,video_test_0000429,108,109,19
680,video_test_0000429,109,110,19
681,video_test_0000429,112,114,19
682,video_test_0000429,115,118,19
683,video_test_0000429,122,127,19
684,video_test_0000429,127,130,19
685,video_test_0000437,12,13,4
686,video_test_0000437,15,18,4
687,video_test_0000437,18,19,4
688,video_test_0000437,20,21,4
689,video_test_0000437,22,30,4
690,video_test_0000437,38,41,4
691,video_test_0000437,64,65,4
692,video_test_0000437,87,91,4
693,video_test_0000437,95,101,4
694,video_test_0000437,104,114,4
695,video_test_0000437,116,119,4
696,video_test_0000437,120,124,4
697,video_test_0000437,129,131,4
698,video_test_0000437,133,135,4
699,video_test_0000437,138,142,4
700,video_test_0000437,143,147,4
701,video_test_0000437,150,153,4
702,video_test_0000437,154,157,4
703,video_test_0000437,160,163,4
704,video_test_0000437,163,167,4
705,video_test_0000437,169,173,4
706,video_test_0000437,174,181,4
707,video_test_0000437,183,186,4
708,video_test_0000437,187,194,4
709,video_test_0000437,12,13,7
710,video_test_0000437,15,18,7
711,video_test_0000437,18,19,7
712,video_test_0000437,20,21,7
713,video_test_0000437,22,30,7
714,video_test_0000437,38,41,7
715,video_test_0000437,64,65,7
716,video_test_0000437,87,91,7
717,video_test_0000437,95,101,7
718,video_test_0000437,104,114,7
719,video_test_0000437,116,119,7
720,video_test_0000437,120,124,7
721,video_test_0000437,129,131,7
722,video_test_0000437,133,135,7
723,video_test_0000437,138,142,7
724,video_test_0000437,143,147,7
725,video_test_0000437,150,153,7
726,video_test_0000437,154,157,7
727,video_test_0000437,160,163,7
728,video_test_0000437,163,167,7
729,video_test_0000437,169,173,7
730,video_test_0000437,174,181,7
731,video_test_0000437,183,186,7
732,video_test_0000437,187,194,7
733,video_test_0000442,7,11,11
734,video_test_0000442,11,15,11
735,video_test_0000442,16,21,11
736,video_test_0000442,22,35,11
737,video_test_0000442,51,53,11
738,video_test_0000442,55,57,11
739,video_test_0000442,58,72,11
740,video_test_0000442,134,140,11
741,video_test_0000443,0,7,10
742,video_test_0000443,24,33,10
743,video_test_0000443,48,56,10
744,video_test_0000443,73,80,10
745,video_test_0000443,113,120,10
746,video_test_0000443,133,140,10
747,video_test_0000443,164,172,10
748,video_test_0000443,195,200,10
749,video_test_0000443,237,245,10
750,video_test_0000443,263,270,10
751,video_test_0000444,12,23,14
752,video_test_0000444,36,43,14
753,video_test_0000444,55,63,14
754,video_test_0000444,77,86,14
755,video_test_0000444,94,105,14
756,video_test_0000444,113,118,14
757,video_test_0000444,130,139,14
758,video_test_0000448,16,17,6
759,video_test_0000448,59,60,6
760,video_test_0000448,63,63,6
761,video_test_0000448,66,68,6
762,video_test_0000450,11,13,19
763,video_test_0000461,2,5,7
764,video_test_0000461,5,9,7
765,video_test_0000461,20,23,7
766,video_test_0000461,29,32,7
767,video_test_0000461,43,45,7
768,video_test_0000461,51,54,7
769,video_test_0000461,68,71,7
770,video_test_0000461,75,77,7
771,video_test_0000461,79,81,7
772,video_test_0000461,81,83,7
773,video_test_0000461,90,92,7
774,video_test_0000461,95,97,7
775,video_test_0000461,98,100,7
776,video_test_0000461,116,118,7
777,video_test_0000464,28,32,14
778,video_test_0000464,33,46,14
779,video_test_0000464,48,55,14
780,video_test_0000464,56,68,14
781,video_test_0000464,73,80,14
782,video_test_0000464,81,95,14
783,video_test_0000464,97,105,14
784,video_test_0000464,106,117,14
785,video_test_0000464,124,130,14
786,video_test_0000464,130,144,14
787,video_test_0000464,146,152,14
788,video_test_0000464,153,166,14
789,video_test_0000464,172,180,14
790,video_test_0000464,181,194,14
791,video_test_0000464,200,207,14
792,video_test_0000464,208,222,14
793,video_test_0000464,225,231,14
794,video_test_0000464,232,246,14
795,video_test_0000464,250,256,14
796,video_test_0000464,258,270,14
797,video_test_0000464,276,282,14
798,video_test_0000464,286,298,14
799,video_test_0000464,308,316,14
800,video_test_0000464,318,332,14
801,video_test_0000464,347,357,14
802,video_test_0000464,365,376,14
803,video_test_0000464,383,390,14
804,video_test_0000464,392,404,14
805,video_test_0000464,409,412,14
806,video_test_0000464,416,430,14
807,video_test_0000464,436,447,14
808,video_test_0000464,452,465,14
809,video_test_0000464,470,477,14
810,video_test_0000464,477,490,14
811,video_test_0000464,491,498,14
812,video_test_0000464,504,517,14
813,video_test_0000464,535,543,14
814,video_test_0000464,549,562,14
815,video_test_0000504,0,66,3
816,video_test_0000505,4,14,3
817,video_test_0000505,17,25,3
818,video_test_0000505,25,31,3
819,video_test_0000505,32,40,3
820,video_test_0000505,40,46,3
821,video_test_0000505,50,56,3
822,video_test_0000505,62,71,3
823,video_test_0000505,76,91,3
824,video_test_0000505,92,99,3
825,video_test_0000505,100,110,3
826,video_test_0000505,112,120,3
827,video_test_0000505,123,138,3
828,video_test_0000505,141,149,3
829,video_test_0000505,177,191,3
830,video_test_0000538,0,4,11
831,video_test_0000538,5,11,11
832,video_test_0000538,13,18,11
833,video_test_0000538,19,23,11
834,video_test_0000538,24,30,11
835,video_test_0000538,38,44,11
836,video_test_0000538,51,57,11
837,video_test_0000538,59,64,11
838,video_test_0000538,66,71,11
839,video_test_0000538,86,89,11
840,video_test_0000538,94,99,11
841,video_test_0000538,101,105,11
842,video_test_0000538,106,110,11
843,video_test_0000538,126,130,11
844,video_test_0000538,133,137,11
845,video_test_0000538,162,166,11
846,video_test_0000541,2,5,16
847,video_test_0000541,10,12,16
848,video_test_0000549,10,12,5
849,video_test_0000549,14,16,5
850,video_test_0000549,22,23,5
851,video_test_0000549,43,55,5
852,video_test_0000549,11,13,6
853,video_test_0000549,18,21,6
854,video_test_0000549,23,24,6
855,video_test_0000549,32,33,6
856,video_test_0000549,55,57,6
857,video_test_0000556,5,6,2
858,video_test_0000556,21,22,2
859,video_test_0000556,34,35,2
860,video_test_0000556,46,50,2
861,video_test_0000556,62,63,2
862,video_test_0000558,32,35,2
863,video_test_0000558,40,43,2
864,video_test_0000558,48,49,2
865,video_test_0000558,63,65,2
866,video_test_0000558,71,73,2
867,video_test_0000558,79,80,2
868,video_test_0000558,86,87,2
869,video_test_0000558,94,95,2
870,video_test_0000558,102,104,2
871,video_test_0000558,109,110,2
872,video_test_0000558,119,121,2
